feature_id,rdf_seealso,bag_id,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,"vbo_
oppervlakte","vbo_
status","vbo_
gebruiksdoel","vbo_
bouwjaar",oppervlakte_sum,area_share,el_kwh,gas_m3,gas_kwh,co2_kg,tot_kwh,EUI_kwh_m2,EUI_el_m2,EUI_gas_m2,dak_opp_m2,dak_opp_geschikt_m2,pv_panels_pot,pv_kwh_pot,pv_co2_ton_saving,pv_kwh_used,pv_coverage_el,el_kwh_net_pv,tot_kwh_net_pv,EUI_base_kwh_m2,EUI_net_pv_kwh_m2,co2_elec_base_kg,co2_saved_pv_kg,co2_total_base_kg,co2_total_after_pv_kg,co2_reduction_kg,co2_reduction_pct,EUI_net_pv_50,EUI_net_pv_100,co2_gas_kg,EUI_el_kwh_m2,EUI_gas_kwh_m2
1175933,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203159,0153100000203159,1956,Pand in gebruik,woonfunctie,109,109,1,109,Verblijfsobject in gebruik,woonfunctie,1956,109.0,0.0004372189664785422,3503.420074608007,1556.6083488365564,13698.153469761697,2786.328944417436,17201.573544369705,157.8126013244927,32.141468574385385,125.67113275010732,56.0,37.0,13.0,4240.0,0.8,4240.0,1.2102459624326976,0.0,13698.153469761697,157.8126013244927,125.67113275010732,1226.1970261128024,1484.0,1226.1970261128024,-257.8029738871976,1484.0,1.2102459624326976,138.36306004008904,125.67113275010732,2786.328944417436,32.141468574385385,125.67113275010732
1212098,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000237026,0153100000237026,1956,Pand in gebruik,woonfunctie,109,109,1,109,Verblijfsobject in gebruik,woonfunctie,1956,109.0,0.0004372189664785422,3503.420074608007,1556.6083488365564,13698.153469761697,2786.328944417436,17201.573544369705,157.8126013244927,32.141468574385385,125.67113275010732,56.0,37.0,14.0,4340.0,0.8,4340.0,1.2387894992825252,0.0,13698.153469761697,157.8126013244927,125.67113275010732,1226.1970261128024,1519.0,1226.1970261128024,-292.8029738871976,1519.0,1.2387894992825252,137.90434444375876,125.67113275010732,2786.328944417436,32.141468574385385,125.67113275010732
1205415,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000232421,0153100000232421,1956,Pand in gebruik,woonfunctie,109,109,1,109,Verblijfsobject in gebruik,woonfunctie,1956,109.0,0.0004372189664785422,3503.420074608007,1556.6083488365564,13698.153469761697,2786.328944417436,17201.573544369705,157.8126013244927,32.141468574385385,125.67113275010732,59.0,39.0,14.0,4500.0,0.8,4500.0,1.2844591582422498,0.0,13698.153469761697,157.8126013244927,125.67113275010732,1226.1970261128024,1575.0,1226.1970261128024,-348.8029738871976,1575.0,1.2844591582422498,137.1703994896303,125.67113275010732,2786.328944417436,32.141468574385385,125.67113275010732
1211651,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000236988,0153100000236988,1957,Pand in gebruik,woonfunctie,61,69,6,61,Verblijfsobject in gebruik,woonfunctie,1957,390.0,0.0015643614396938664,12535.172744010299,5569.516110516119,49011.74177254185,9969.433837823854,61546.91451655215,157.81260132449268,32.14146857438538,125.6711327501073,144.0,106.0,39.0,12290.0,2.3,12290.0,0.980441215369174,245.17274401029863,49256.91451655215,157.81260132449268,126.29978081167218,4387.310460403604,4301.5,4387.310460403604,85.81046040360434,4301.5,0.980441215369174,142.05619106808243,126.29978081167218,9969.433837823854,32.14146857438538,125.6711327501073
1185323,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000207403,0153100000207403,1956,Pand in gebruik,woonfunctie,109,109,1,109,Verblijfsobject in gebruik,woonfunctie,1956,109.0,0.0004372189664785422,3503.420074608007,1556.6083488365564,13698.153469761697,2786.328944417436,17201.573544369705,157.8126013244927,32.141468574385385,125.67113275010732,60.0,38.0,14.0,4460.0,0.8,4460.0,1.2730417435023185,0.0,13698.153469761697,157.8126013244927,125.67113275010732,1226.1970261128024,1561.0,1226.1970261128024,-334.8029738871976,1561.0,1.2730417435023185,137.35388572816242,125.67113275010732,2786.328944417436,32.141468574385385,125.67113275010732
1189130,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000211811,0153100000211811,1957,Pand in gebruik,woonfunctie,61,69,6,69,Verblijfsobject in gebruik,woonfunctie,1957,390.0,0.0015643614396938664,12535.172744010299,5569.516110516119,49011.74177254185,9969.433837823854,61546.91451655215,157.81260132449268,32.14146857438538,125.6711327501073,144.0,105.0,39.0,12200.0,2.3,12200.0,0.9732614180231018,335.17274401029863,49346.91451655215,157.81260132449268,126.5305500424414,4387.310460403604,4270.0,4387.310460403604,117.31046040360434,4270.0,0.9732614180231018,142.17157568346704,126.5305500424414,9969.433837823854,32.14146857438538,125.6711327501073
1239656,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000272656,0153100000272656,1956,Pand in gebruik,woonfunctie,109,109,1,109,Verblijfsobject in gebruik,woonfunctie,1956,109.0,0.0004372189664785422,3503.420074608007,1556.6083488365564,13698.153469761697,2786.328944417436,17201.573544369705,157.8126013244927,32.141468574385385,125.67113275010732,75.0,46.0,17.0,5370.0,1.0,5370.0,1.5327879288357513,0.0,13698.153469761697,157.8126013244927,125.67113275010732,1226.1970261128024,1879.4999999999998,1226.1970261128024,-653.3029738871974,1879.4999999999998,1.532787928835751,133.17957380155693,125.67113275010732,2786.328944417436,32.141468574385385,125.67113275010732
1246772,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000279773,0153100000279773,1956,Pand in gebruik,woonfunctie,92,92,1,92,Verblijfsobject in gebruik,woonfunctie,1956,92.0,0.0003690288524406044,2957.0151088434554,1313.8345696602128,11561.744213009873,2351.763879691781,14518.75932185333,157.8126013244927,32.141468574385385,125.67113275010732,47.0,34.0,12.0,3940.0,0.7,3940.0,1.3324247103833733,0.0,11561.744213009873,157.8126013244927,125.67113275010732,1034.9552880952094,1379.0,1034.9552880952094,-344.0447119047906,1379.0,1.3324247103833733,136.39955784623183,125.67113275010732,2351.763879691781,32.141468574385385,125.67113275010732
1208497,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000235691,0153100000235691,1956,Pand in gebruik,woonfunctie,97,97,1,97,Verblijfsobject in gebruik,woonfunctie,1956,97.0,0.0003890847683341155,3117.7224517153822,1385.2386223591373,12190.099876760409,2479.5771340228557,15307.822328475791,157.8126013244927,32.141468574385385,125.6711327501073,52.0,36.0,13.0,4130.0,0.8,4130.0,1.3246849467718522,0.0,12190.099876760409,157.8126013244927,125.6711327501073,1091.2028581003838,1445.5,1091.2028581003838,-354.29714189961624,1445.5,1.3246849467718522,136.52394153067826,125.6711327501073,2479.5771340228557,32.141468574385385,125.6711327501073
1245818,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000274918,0153100000274918,1956,Pand in gebruik,woonfunctie,92,92,1,92,Verbouwing verblijfsobject,woonfunctie,1956,92.0,0.0003690288524406044,2957.0151088434554,1313.8345696602128,11561.744213009873,2351.763879691781,14518.75932185333,157.8126013244927,32.141468574385385,125.67113275010732,47.0,33.0,12.0,3850.0,0.7,3850.0,1.3019886129380678,0.0,11561.744213009873,157.8126013244927,125.67113275010732,1034.9552880952094,1347.5,1034.9552880952094,-312.5447119047906,1347.5,1.3019886129380678,136.88868828101445,125.67113275010732,2351.763879691781,32.141468574385385,125.67113275010732
1177562,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203366,0153100000203366,1956,Pand in gebruik,woonfunctie,92,92,1,92,Verblijfsobject in gebruik,woonfunctie,1956,92.0,0.0003690288524406044,2957.0151088434554,1313.8345696602128,11561.744213009873,2351.763879691781,14518.75932185333,157.8126013244927,32.141468574385385,125.67113275010732,46.0,32.0,12.0,3700.0,0.7,3700.0,1.2512617838625586,0.0,11561.744213009873,157.8126013244927,125.67113275010732,1034.9552880952094,1295.0,1034.9552880952094,-260.0447119047906,1295.0,1.2512617838625586,137.7039056723188,125.67113275010732,2351.763879691781,32.141468574385385,125.67113275010732
1215555,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000242455,0153100000242455,1957,Pand in gebruik,woonfunctie,62,103,38,103,Verblijfsobject in gebruik,woonfunctie,1957,2754.0,0.011046798474145919,88517.60445385735,39329.35222656767,346098.29959379556,70399.54048555614,434615.9040476529,157.8126013244927,32.141468574385385,125.67113275010732,866.0,663.0,244.0,76860.0,14.4,76860.0,0.8683018533343358,11657.604453857348,357755.9040476529,157.8126013244927,129.90410459246655,30981.161558850068,26901.0,30981.161558850068,4080.161558850068,26901.0,0.868301853334336,143.85835295847963,129.90410459246655,70399.54048555614,32.141468574385385,125.67113275010732
1233737,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000259559,0153100000259559,1957,Pand in gebruik,woonfunctie,50,55,4,55,Verblijfsobject in gebruik,woonfunctie,1957,210.0,0.0008423484675274665,6749.70840062093,2998.970213354833,26390.937877522534,5368.156681905151,33140.64627814347,157.8126013244927,32.14146857438538,125.6711327501073,164.0,97.0,36.0,11280.0,2.1,11280.0,1.671183306076202,0.0,26390.937877522534,157.8126013244927,125.6711327501073,2362.3979402173254,3947.9999999999995,2362.3979402173254,-1585.6020597826741,3947.9999999999995,1.671183306076202,130.9554584673498,125.6711327501073,5368.156681905151,32.14146857438538,125.6711327501073
1199944,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000222395,0153100000222395,1957,Pand in gebruik,woonfunctie,50,55,4,55,Verblijfsobject in gebruik,woonfunctie,1957,210.0,0.0008423484675274665,6749.70840062093,2998.970213354833,26390.937877522534,5368.156681905151,33140.64627814347,157.8126013244927,32.14146857438538,125.6711327501073,160.0,104.0,38.0,12070.0,2.3,12070.0,1.7882253993209007,0.0,26390.937877522534,157.8126013244927,125.6711327501073,2362.3979402173254,4224.5,2362.3979402173254,-1862.1020597826746,4224.5,1.7882253993209007,129.07450608639743,125.6711327501073,5368.156681905151,32.14146857438538,125.6711327501073
1233157,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000263745,0153100000263745,1957,Pand in gebruik,woonfunctie,50,55,4,55,Verblijfsobject in gebruik,woonfunctie,1957,210.0,0.0008423484675274665,6749.70840062093,2998.970213354833,26390.937877522534,5368.156681905151,33140.64627814347,157.8126013244927,32.14146857438538,125.6711327501073,161.0,101.0,37.0,11730.0,2.2,11730.0,1.737852852861157,0.0,26390.937877522534,157.8126013244927,125.6711327501073,2362.3979402173254,4105.5,2362.3979402173254,-1743.1020597826746,4105.5,1.737852852861157,129.88402989592126,125.6711327501073,5368.156681905151,32.14146857438538,125.6711327501073
1241698,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000271362,0153100000271362,1956,Pand in gebruik,woonfunctie,109,109,1,109,Verblijfsobject in gebruik,woonfunctie,1956,109.0,0.0004372189664785422,3503.420074608007,1556.6083488365564,13698.153469761697,2786.328944417436,17201.573544369705,157.8126013244927,32.141468574385385,125.67113275010732,73.0,43.0,16.0,5000.0,0.9,5000.0,1.4271768424913884,0.0,13698.153469761697,157.8126013244927,125.67113275010732,1226.1970261128024,1750.0,1226.1970261128024,-523.8029738871976,1750.0,1.4271768424913884,134.87682150797895,125.67113275010732,2786.328944417436,32.141468574385385,125.67113275010732
1183835,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000207894,0153100000207894,1956,Pand in gebruik,woonfunctie,109,109,1,109,Verblijfsobject in gebruik,woonfunctie,1956,109.0,0.0004372189664785422,3503.420074608007,1556.6083488365564,13698.153469761697,2786.328944417436,17201.573544369705,157.8126013244927,32.141468574385385,125.67113275010732,63.0,36.0,13.0,4230.0,0.8,4230.0,1.2073916087477148,0.0,13698.153469761697,157.8126013244927,125.67113275010732,1226.1970261128024,1480.5,1226.1970261128024,-254.3029738871976,1480.5,1.2073916087477148,138.40893159972205,125.67113275010732,2786.328944417436,32.141468574385385,125.67113275010732
1190530,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000215830,0153100000215830,1956,Pand in gebruik,woonfunctie,109,109,1,109,Verblijfsobject in gebruik,woonfunctie,1956,109.0,0.0004372189664785422,3503.420074608007,1556.6083488365564,13698.153469761697,2786.328944417436,17201.573544369705,157.8126013244927,32.141468574385385,125.67113275010732,59.0,38.0,14.0,4410.0,0.8,4410.0,1.2587699750774046,0.0,13698.153469761697,157.8126013244927,125.67113275010732,1226.1970261128024,1543.5,1226.1970261128024,-317.3029738871976,1543.5,1.2587699750774046,137.58324352632758,125.67113275010732,2786.328944417436,32.141468574385385,125.67113275010732
1201672,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000230702,0153100000230702,1956,Pand in gebruik,woonfunctie,109,109,1,109,Verblijfsobject in gebruik,woonfunctie,1956,109.0,0.0004372189664785422,3503.420074608007,1556.6083488365564,13698.153469761697,2786.328944417436,17201.573544369705,157.8126013244927,32.141468574385385,125.67113275010732,59.0,38.0,14.0,4410.0,0.8,4410.0,1.2587699750774046,0.0,13698.153469761697,157.8126013244927,125.67113275010732,1226.1970261128024,1543.5,1226.1970261128024,-317.3029738871976,1543.5,1.2587699750774046,137.58324352632758,125.67113275010732,2786.328944417436,32.141468574385385,125.67113275010732
