fid,feature_id,rdf_seeals,identifica,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,solar_Ener,pand_id_16,identificatie,EnergyEst
1343,1261914,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000290035,1.53E+14,1978,Pand in gebruik,,,,0,254.032,1.53E+14,NL.IMBAG.Pand.0153100000290035,254.032
1344,1271039,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503449,1.53E+14,2018,Pand in gebruik,,,,0,58.848,1.53E+14,NL.IMBAG.Pand.0153100000503449,58.848
1345,1271040,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503450,1.53E+14,2018,Pand in gebruik,,,,0,40.269,1.53E+14,NL.IMBAG.Pand.0153100000503450,40.269
1346,1274437,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000508583,1.53E+14,2020,Pand in gebruik,,,,0,84.59,1.53E+14,NL.IMBAG.Pand.0153100000508583,84.59
1347,10807962,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000516492,1.53E+14,2015,Pand in gebruik,,,,0,32.179,1.53E+14,NL.IMBAG.Pand.0153100000516492,32.179
1348,10807980,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000516493,1.53E+14,1995,Pand in gebruik,,,,0,40.767,1.53E+14,NL.IMBAG.Pand.0153100000516493,40.767
1349,10980792,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000223665,1.53E+14,2000,Pand in gebruik,,,,0,673.295,1.53E+14,NL.IMBAG.Pand.0153100000223665,673.295
1350,1181023,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000205289,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,135.108,1.53E+14,NL.IMBAG.Pand.0153100000205289,135.108
1351,1178231,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203451,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,129.873,1.53E+14,NL.IMBAG.Pand.0153100000203451,129.873
1352,1198627,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000226649,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,118.416,1.53E+14,NL.IMBAG.Pand.0153100000226649,118.416
1353,1244413,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000270446,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,130.655,1.53E+14,NL.IMBAG.Pand.0153100000270446,130.655
1354,1262616,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000293514,1.53E+14,1960,Pand in gebruik,overige gebruiksfunctie,24,24,1,46.916,1.53E+14,NL.IMBAG.Pand.0153100000293514,46.916
1355,1259849,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000291015,1.53E+14,1956,Pand in gebruik,woonfunctie,109,109,1,157.251,1.53E+14,NL.IMBAG.Pand.0153100000291015,157.251
1356,1231689,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000263191,1.53E+14,1956,Pand in gebruik,woonfunctie,58,70,4,421.141,1.53E+14,NL.IMBAG.Pand.0153100000263191,421.141
1357,1260184,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000289873,1.53E+14,1956,Pand in gebruik,,,,0,31.112,1.53E+14,NL.IMBAG.Pand.0153100000289873,31.112
1358,1246548,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000273450,1.53E+14,1957,Pand in gebruik,woonfunctie,61,69,6,384.805,1.53E+14,NL.IMBAG.Pand.0153100000273450,384.805
1359,1235261,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000263903,1.53E+14,1956,Pand in gebruik,,,,0,45.204,1.53E+14,NL.IMBAG.Pand.0153100000263903,45.204
1360,1245658,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000278257,1.53E+14,1956,Pand in gebruik,,,,0,56.273,1.53E+14,NL.IMBAG.Pand.0153100000278257,56.273
1361,1182538,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204360,1.53E+14,1956,Pand in gebruik,woonfunctie,61,71,16,1783.878,1.53E+14,NL.IMBAG.Pand.0153100000204360,1783.878
1362,1203801,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000228337,1.53E+14,1957,Pand in gebruik,woonfunctie,61,69,6,381.24,1.53E+14,NL.IMBAG.Pand.0153100000228337,381.24
1363,1178474,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204018,1.53E+14,1957,Pand in gebruik,woonfunctie,61,69,6,382.554,1.53E+14,NL.IMBAG.Pand.0153100000204018,382.554
1364,1189290,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000214668,1.53E+14,1957,Pand in gebruik,woonfunctie,68,69,4,446.996,1.53E+14,NL.IMBAG.Pand.0153100000214668,446.996
1365,1203090,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000229369,1.53E+14,1997,Pand in gebruik,,,,0,34.117,1.53E+14,NL.IMBAG.Pand.0153100000229369,34.117
1366,1233770,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000263383,1.53E+14,1957,Pand in gebruik,woonfunctie,68,69,4,433.103,1.53E+14,NL.IMBAG.Pand.0153100000263383,433.103
1367,1194469,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000217784,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,117.017,1.53E+14,NL.IMBAG.Pand.0153100000217784,117.017
1368,1214969,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000241326,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,130.649,1.53E+14,NL.IMBAG.Pand.0153100000241326,130.649
1369,1177843,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203402,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,116.349,1.53E+14,NL.IMBAG.Pand.0153100000203402,116.349
1370,1235384,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000267729,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,131.06,1.53E+14,NL.IMBAG.Pand.0153100000267729,131.06
1371,1224831,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000254400,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,130.628,1.53E+14,NL.IMBAG.Pand.0153100000254400,130.628
1372,1209419,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000238231,1.53E+14,1956,Pand in gebruik,,,,0,36.75,1.53E+14,NL.IMBAG.Pand.0153100000238231,36.75
1373,1186886,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000209350,1.53E+14,1956,Pand in gebruik,,,,0,59.212,1.53E+14,NL.IMBAG.Pand.0153100000209350,59.212
1374,1206656,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000232797,1.53E+14,1956,Pand in gebruik,,,,0,87.324,1.53E+14,NL.IMBAG.Pand.0153100000232797,87.324
1375,1271831,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000507204,1.53E+14,2020,Pand in gebruik,,,,0,26.862,1.53E+14,NL.IMBAG.Pand.0153100000507204,26.862
1376,1271832,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000507205,1.53E+14,2020,Pand in gebruik,,,,0,16.564,1.53E+14,NL.IMBAG.Pand.0153100000507205,16.564
1377,1271858,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000507207,1.53E+14,2021,Pand in gebruik,,,,0,29.193,1.53E+14,NL.IMBAG.Pand.0153100000507207,29.193
1378,10662488,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000249079,1.53E+14,1956,Pand in gebruik,woonfunctie,109,109,1,157.621,1.53E+14,NL.IMBAG.Pand.0153100000249079,157.621
1379,1199230,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000226680,1.53E+14,1997,Pand in gebruik,"gezondheidszorgfunctie,winkelfunctie,woonfunctie",15,340,144,13576.251,1.53E+14,NL.IMBAG.Pand.0153100000226680,13576.251
1380,1201509,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000230688,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,104.675,1.53E+14,NL.IMBAG.Pand.0153100000230688,104.675
1381,1179109,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204609,1.53E+14,1955,Pand in gebruik,woonfunctie,55,60,4,452.125,1.53E+14,NL.IMBAG.Pand.0153100000204609,452.125
1382,1194147,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000213444,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,110.011,1.53E+14,NL.IMBAG.Pand.0153100000213444,110.011
1383,1176973,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000201873,1.53E+14,1957,Pand in gebruik,woonfunctie,50,55,4,427.023,1.53E+14,NL.IMBAG.Pand.0153100000201873,427.023
1384,1197427,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000215034,1.53E+14,1957,Pand in gebruik,woonfunctie,50,55,4,432.961,1.53E+14,NL.IMBAG.Pand.0153100000215034,432.961
1385,1198018,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000217948,1.53E+14,1957,Pand in gebruik,woonfunctie,62,103,34,2085.068,1.53E+14,NL.IMBAG.Pand.0153100000217948,2085.068
1386,1176986,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203287,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,108.932,1.53E+14,NL.IMBAG.Pand.0153100000203287,108.932
1387,1184661,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000206490,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,103.083,1.53E+14,NL.IMBAG.Pand.0153100000206490,103.083
1388,1175222,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000202634,1.53E+14,1956,Pand in gebruik,woonfunctie,40,77,18,2375.338,1.53E+14,NL.IMBAG.Pand.0153100000202634,2375.338
1389,1187913,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000214594,1.53E+14,1956,Pand in gebruik,woonfunctie,50,55,4,435.782,1.53E+14,NL.IMBAG.Pand.0153100000214594,435.782
1390,1177779,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203395,1.53E+14,1957,Pand in gebruik,woonfunctie,61,69,4,254.357,1.53E+14,NL.IMBAG.Pand.0153100000203395,254.357
1391,1177561,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000202814,1.53E+14,1956,Pand in gebruik,woonfunctie,58,70,4,451.856,1.53E+14,NL.IMBAG.Pand.0153100000202814,451.856
1392,1200971,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000227412,1.53E+14,1950,Pand in gebruik,overige gebruiksfunctie,15,15,1,58.008,1.53E+14,NL.IMBAG.Pand.0153100000227412,58.008
1393,1188264,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000214279,1.53E+14,1954,Pand in gebruik,woonfunctie,55,64,6,399.194,1.53E+14,NL.IMBAG.Pand.0153100000214279,399.194
1394,1187909,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000214243,1.53E+14,1954,Pand in gebruik,woonfunctie,55,64,6,398.159,1.53E+14,NL.IMBAG.Pand.0153100000214243,398.159
1395,1194132,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000218818,1.53E+14,1956,Pand in gebruik,,,,0,27.911,1.53E+14,NL.IMBAG.Pand.0153100000218818,27.911
1396,1255408,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000289627,1.53E+14,1960,Pand in gebruik,overige gebruiksfunctie,24,24,1,64.902,1.53E+14,NL.IMBAG.Pand.0153100000289627,64.902
1397,1255889,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000287924,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,125.604,1.53E+14,NL.IMBAG.Pand.0153100000287924,125.604
1398,1258934,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000292408,1.53E+14,1956,Pand in gebruik,woonfunctie,58,70,4,435.056,1.53E+14,NL.IMBAG.Pand.0153100000292408,435.056
1399,1259240,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000290942,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,104.717,1.53E+14,NL.IMBAG.Pand.0153100000290942,104.717
1400,1222539,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000247538,1.53E+14,1955,Pand in gebruik,,,,0,35.146,1.53E+14,NL.IMBAG.Pand.0153100000247538,35.146
1401,1233709,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000264144,1.53E+14,1955,Pand in gebruik,,,,0,34.885,1.53E+14,NL.IMBAG.Pand.0153100000264144,34.885
1402,1239326,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000269926,1.53E+14,1955,Pand in gebruik,,,,0,48.143,1.53E+14,NL.IMBAG.Pand.0153100000269926,48.143
1403,1223789,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000247853,1.53E+14,1955,Pand in gebruik,,,,0,30.829,1.53E+14,NL.IMBAG.Pand.0153100000247853,30.829
1404,1210649,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000241613,1.53E+14,1955,Pand in gebruik,,,,0,23.771,1.53E+14,NL.IMBAG.Pand.0153100000241613,23.771
1405,1261397,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000293915,1.53E+14,1955,Pand in gebruik,woonfunctie,73,73,1,105.382,1.53E+14,NL.IMBAG.Pand.0153100000293915,105.382
1406,1263353,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000294068,1.53E+14,1955,Pand in gebruik,,,,0,38.878,1.53E+14,NL.IMBAG.Pand.0153100000294068,38.878
1407,1268868,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503172,1.53E+14,1955,Pand in gebruik,,,,0,14.862,1.53E+14,NL.IMBAG.Pand.0153100000503172,14.862
1408,1268869,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503173,1.53E+14,1955,Pand in gebruik,,,,0,22.593,1.53E+14,NL.IMBAG.Pand.0153100000503173,22.593
1409,1268870,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503174,1.53E+14,1955,Pand in gebruik,,,,0,18.504,1.53E+14,NL.IMBAG.Pand.0153100000503174,18.504
1410,1268871,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503175,1.53E+14,1955,Pand in gebruik,,,,0,21.215,1.53E+14,NL.IMBAG.Pand.0153100000503175,21.215
1411,1268941,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503178,1.53E+14,1955,Pand in gebruik,,,,0,28.292,1.53E+14,NL.IMBAG.Pand.0153100000503178,28.292
1412,1268942,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503179,1.53E+14,1955,Pand in gebruik,,,,0,24.142,1.53E+14,NL.IMBAG.Pand.0153100000503179,24.142
1413,1268943,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503180,1.53E+14,1955,Pand in gebruik,,,,0,41.99,1.53E+14,NL.IMBAG.Pand.0153100000503180,41.99
1414,1268944,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503181,1.53E+14,1955,Pand in gebruik,,,,0,35.9,1.53E+14,NL.IMBAG.Pand.0153100000503181,35.9
1415,1268945,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503182,1.53E+14,1955,Pand in gebruik,,,,0,14.273,1.53E+14,NL.IMBAG.Pand.0153100000503182,14.273
1416,1268946,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503183,1.53E+14,1955,Pand in gebruik,,,,0,30.186,1.53E+14,NL.IMBAG.Pand.0153100000503183,30.186
1417,1175086,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000202164,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,114.746,1.53E+14,NL.IMBAG.Pand.0153100000202164,114.746
1418,1214581,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000246585,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,115.436,1.53E+14,NL.IMBAG.Pand.0153100000246585,115.436
1419,1227782,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000259685,1.53E+14,1956,Pand in gebruik,woonfunctie,92,92,1,113.757,1.53E+14,NL.IMBAG.Pand.0153100000259685,113.757
1420,1270035,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000506936,1.53E+14,1955,Pand in gebruik,,,,0,49.241,1.53E+14,NL.IMBAG.Pand.0153100000506936,49.241
1421,1270176,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000497198,1.53E+14,2013,Pand in gebruik,,,,0,21.537,1.53E+14,NL.IMBAG.Pand.0153100000497198,21.537
1422,1270879,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000497381,1.53E+14,1954,Pand in gebruik,,,,0,26.292,1.53E+14,NL.IMBAG.Pand.0153100000497381,26.292
1423,1270880,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000497382,1.53E+14,1954,Pand in gebruik,,,,0,26.832,1.53E+14,NL.IMBAG.Pand.0153100000497382,26.832
1424,1270881,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000497383,1.53E+14,1954,Pand in gebruik,,,,0,30.407,1.53E+14,NL.IMBAG.Pand.0153100000497383,30.407
1425,1270882,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000497384,1.53E+14,2008,Pand in gebruik,,,,0,16.88,1.53E+14,NL.IMBAG.Pand.0153100000497384,16.88
1426,1276138,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000509136,1.53E+14,2020,Pand in gebruik,,,,0,21.027,1.53E+14,NL.IMBAG.Pand.0153100000509136,21.027
1427,1184079,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000206425,1.53E+14,1957,Pand in gebruik,woonfunctie,66,66,6,457.44,1.53E+14,NL.IMBAG.Pand.0153100000206425,457.44
1428,1212868,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000240262,1.53E+14,1956,Pand in gebruik,woonfunctie,58,70,4,426.304,1.53E+14,NL.IMBAG.Pand.0153100000240262,426.304
1429,1181228,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204280,1.53E+14,1955,Pand in gebruik,woonfunctie,89,89,1,133.234,1.53E+14,NL.IMBAG.Pand.0153100000204280,133.234
1430,1188213,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000212775,1.53E+14,1955,Pand in gebruik,,,,0,209.529,1.53E+14,NL.IMBAG.Pand.0153100000212775,209.529
1431,1193873,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000211995,1.53E+14,1955,Pand in gebruik,,,,0,44.283,1.53E+14,NL.IMBAG.Pand.0153100000211995,44.283
1432,1198556,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000225649,1.53E+14,1955,Pand in gebruik,woonfunctie,89,89,1,127.521,1.53E+14,NL.IMBAG.Pand.0153100000225649,127.521
1433,1185261,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000209268,1.53E+14,1970,Pand in gebruik,industriefunctie,55,55,1,201.824,1.53E+14,NL.IMBAG.Pand.0153100000209268,201.824
1434,1189016,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000208974,1.53E+14,1955,Pand in gebruik,,,,0,86.222,1.53E+14,NL.IMBAG.Pand.0153100000208974,86.222
1435,1198291,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000223404,1.53E+14,1955,Pand in gebruik,,,,0,76.823,1.53E+14,NL.IMBAG.Pand.0153100000223404,76.823
1436,1198275,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000222304,1.53E+14,1955,Pand in gebruik,woonfunctie,89,89,1,127.469,1.53E+14,NL.IMBAG.Pand.0153100000222304,127.469
1437,1190813,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000218146,1.53E+14,1955,Pand in gebruik,,,,0,76.822,1.53E+14,NL.IMBAG.Pand.0153100000218146,76.822
1438,1206139,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000229015,1.53E+14,1994,Pand in gebruik,,,,0,80.895,1.53E+14,NL.IMBAG.Pand.0153100000229015,80.895
1439,1199567,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000223841,1.53E+14,1955,Pand in gebruik,woonfunctie,89,89,1,117.899,1.53E+14,NL.IMBAG.Pand.0153100000223841,117.899
1440,1203876,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000232295,1.53E+14,1965,Pand in gebruik,overige gebruiksfunctie,15,15,1,41.127,1.53E+14,NL.IMBAG.Pand.0153100000232295,41.127
1441,1192484,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000213371,1.53E+14,1965,Pand in gebruik,overige gebruiksfunctie,13,13,1,53.239,1.53E+14,NL.IMBAG.Pand.0153100000213371,53.239
1442,1193601,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000216903,1.53E+14,1955,Pand in gebruik,woonfunctie,89,89,1,126.502,1.53E+14,NL.IMBAG.Pand.0153100000216903,126.502
1443,1212297,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000230034,1.53E+14,1955,Pand in gebruik,,,,0,86.209,1.53E+14,NL.IMBAG.Pand.0153100000230034,86.209
1444,1223027,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000246460,1.53E+14,1955,Pand in gebruik,woonfunctie,96,96,1,132.066,1.53E+14,NL.IMBAG.Pand.0153100000246460,132.066
1445,1226563,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000259640,1.53E+14,1955,Pand in gebruik,woonfunctie,89,89,1,119.502,1.53E+14,NL.IMBAG.Pand.0153100000259640,119.502
1446,1228235,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000255870,1.53E+14,1955,Pand in gebruik,,,,0,63.578,1.53E+14,NL.IMBAG.Pand.0153100000255870,63.578
1447,1229263,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000258865,1.53E+14,1956,Pand in gebruik,woonfunctie,58,70,4,408.531,1.53E+14,NL.IMBAG.Pand.0153100000258865,408.531
1448,1229553,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000253940,1.53E+14,1955,Pand in gebruik,woonfunctie,106,106,1,126.563,1.53E+14,NL.IMBAG.Pand.0153100000253940,126.563
1449,1204980,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000231930,1.53E+14,1955,Pand in gebruik,,,,0,45.409,1.53E+14,NL.IMBAG.Pand.0153100000231930,45.409
1450,1225508,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000255172,1.53E+14,1965,Pand in gebruik,,,,0,18.838,1.53E+14,NL.IMBAG.Pand.0153100000255172,18.838
1451,1214552,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000243659,1.53E+14,1965,Pand in gebruik,,,,0,21.091,1.53E+14,NL.IMBAG.Pand.0153100000243659,21.091
1452,1191847,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000218238,1.53E+14,1955,Pand in gebruik,,,,0,71.938,1.53E+14,NL.IMBAG.Pand.0153100000218238,71.938
1453,1235015,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000268217,1.53E+14,1955,Pand in gebruik,woonfunctie,89,89,1,135.679,1.53E+14,NL.IMBAG.Pand.0153100000268217,135.679
1454,1235322,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000265728,1.53E+14,1955,Pand in gebruik,woonfunctie,102,102,1,182.655,1.53E+14,NL.IMBAG.Pand.0153100000265728,182.655
1455,1237212,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000267887,1.53E+14,1955,Pand in gebruik,,,,0,104.528,1.53E+14,NL.IMBAG.Pand.0153100000267887,104.528
1456,1249740,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000278994,1.53E+14,1999,Pand in gebruik,industriefunctie,147,147,1,412.787,1.53E+14,NL.IMBAG.Pand.0153100000278994,412.787
